ST11-SH_,ST11,SH,,ZH,FALSE,6372,23,1087,130153,20323
ST03-SH_,ST03,SH,,,FALSE,1390,0,113,12228,6761
ST11-BE_,ST11,BE,,VS-UR,FALSE,23710,973,10087,1185872,186925
ST14-AI_,ST14,AI,,AR,FALSE,10280,79,1900,227514,17070
ST05-GE_,ST05,GE,,,FALSE,3530,8,499,59862,27778
ST05-NE_,ST05,NE,,,FALSE,13093,487,5620,670150,34511
ST07-GE_,ST07,GE,,,FALSE,4353,22,767,91996,6291
ST09-SH_,ST09,SH,,,FALSE,5469,38,897,106255,14327
ST11-GL_,ST11,GL,,GR,FALSE,129545,1614,29578,3525097,219837
ST02-TI_,ST02,TI,,GR,FALSE,72331,1747,23126,2760183,152184
ST07-AG_,ST07,AG,,,FALSE,4142,29,717,82586,14302
