UR-TG_,UR,TG,,ZH-LU-ZG,FALSE,149040,918,28088,3350970,228275
OW-GL_,OW,GL,,SZ-ZH-LU-ZG,FALSE,152778,1324,30563,3599387,279873
NE-SO_,NE,SO,,,FALSE,104744,549,19095,2263660,182677
BE-LU_,BE,LU,,OW,FALSE,111679,1140,21673,2504185,282522
AR-SO_,AR,SO,,TG-AG-ZH,FALSE,182542,964,33180,3968184,252249
AI-GL_,AI,GL,,AR,FALSE,97281,1281,22996,2732940,160547
SH-SZ_,SH,SZ,,ZH,FALSE,75322,938,18542,2218605,103825
GR-SZ_,GR,SZ,,GL,FALSE,126030,1606,29359,3489333,220697
SZ-BL_,SZ,BL,,AG-ZH-SO-ZG,FALSE,96288,733,18865,2248819,159115
VD-EN_,VD,EN,,FR,FALSE,111440,736,20977,2498525,171583
TI-FR_,TI,FR,,UR-GR,FALSE,210810,3310,50997,5980589,508559
BE-AG_,BE,AG,,OW-LU,FALSE,120512,1143,23016,2665379,290886
ZG-OW_,ZG,OW,,LU,FALSE,69729,1791,24155,2895427,96254
BE-NW_,BE,NW,,OW,FALSE,82217,929,15872,1812415,241197
VS-UR_,VS,UR,,OW,FALSE,125171,2156,31119,3594395,351501
SG-BL_,SG,BL,,TG-AG-ZH-SO,FALSE,143698,984,27528,3294114,214600
AI-VD_,AI,VD,,TG-AG-ZH-SO-AR-NE,FALSE,313006,1879,60402,7240308,398385
SH-BL_,SH,BL,,AG-ZH,FALSE,98097,839,20443,2449341,150467
ZG-AR_,ZG,AR,,TG-ZH,FALSE,125027,1198,27199,3252584,163154
BE-ZG_,BE,ZG,,OW-LU,FALSE,115092,1033,21488,2485371,286001
